;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184
2022-02-23;78;84;60;72;42;160;90;60;0;138;12;30;36;18;84;18;6;36;24;174;198;126;180;150;4;108;6;90;12;12;42;112;80;24;144;72;174;0;6;288;32;12;30;30;72;24;12;12;280;0;6;8;30;496;40;48;8;130;24;56;30;74;0;0;0;12;160;8;6;0;30;0;12;12;8;0;24;36;20;2;34;40;96;72;56;32;24;0;0;4;2;0;0;20;20;0;0;84;70;24;34;22;6;6;0;6;0;30;138;144;66;84;8;44;6;12;12;0;72;282;24;12;60;80;60;136;96;0;0;10;48;12;12;0;0;6;100;50;70;16;52;36;80;42;30;40;42;24;30;0;36;18;18;98;48;30;30;48;42;4;0;24;0;18;22;20;0;30;12;12;24;6;24;10;0;0;16;46;40;80;132;0;12;156;42
2022-02-24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;16;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;16;124;0;50;24;72;0;0;0;6;184;0;0;48;18;0;0;0;0;0;0;0;10;0;0;30;264;198;16;10;0;0;0;6;2;0;0;10;40;6;0;150;96;42;42;18;6;12;6;18;12;24;114;90;78;102;0;12;0;0;30;6;0;246;0;12;48;0;0;0;0;16;0;20;0;0;0;0;0;0;52;18;60;0;0;12;0;12;48;40;18;24;36;0;48;6;18;118;84;18;42;42;42;0;0;30;0;12;12;18;0;18;0;12;78;0;0;0;0;0;72;54;94;0;204;0;18;204;84
2022-02-25;42;48;66;42;30;40;30;12;0;72;6;24;6;0;54;12;0;18;12;66;120;66;90;126;0;60;6;30;12;12;18;40;40;16;72;42;96;0;6;180;8;36;6;18;48;48;0;6;16;6;6;0;6;208;40;8;0;146;8;56;0;44;0;0;0;24;232;8;4;0;18;0;6;6;16;0;12;24;20;6;22;66;174;120;40;32;12;0;0;6;4;0;0;0;30;6;0;156;94;42;48;36;18;6;0;6;24;42;174;198;108;64;16;8;6;0;42;0;48;222;42;30;12;0;18;48;56;0;6;20;30;16;4;0;0;0;92;37;100;0;62;30;42;54;48;24;60;42;54;0;24;6;18;88;54;0;0;72;48;20;4;54;0;18;26;36;0;26;4;6;16;18;26;18;0;0;32;40;48;0;108;0;12;150;60
2022-02-26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;0;26;30;16;0;0;0;0;80;0;2;0;6;0;0;0;0;0;0;0;12;0;0;10;138;120;0;12;0;0;0;0;0;0;0;0;20;0;0;84;76;0;10;4;0;0;0;0;0;0;6;12;6;96;0;8;6;6;0;0;0;174;6;0;32;20;0;0;0;0;0;20;0;0;0;0;60;4;60;52;24;0;0;0;0;6;0;24;0;0;0;0;0;0;0;56;42;6;36;24;24;0;0;0;0;0;6;12;0;18;0;6;6;6;0;0;0;0;0;32;48;64;120;0;30;162;42
2022-02-28;48;54;30;42;42;40;48;24;0;0;6;30;42;12;36;24;12;0;12;132;138;66;78;90;4;84;12;36;12;12;24;112;72;40;144;42;84;0;12;228;8;30;24;36;78;48;24;18;56;0;12;0;18;184;56;48;32;132;0;52;18;34;0;0;0;6;160;24;0;0;24;0;36;120;112;8;12;72;20;6;28;68;126;114;56;24;12;0;0;12;6;0;0;10;36;6;0;72;62;42;42;54;0;6;0;24;6;30;126;192;108;54;24;44;0;6;0;0;84;162;30;18;56;8;24;152;66;16;0;10;54;14;10;0;0;0;123;130;92;24;50;54;62;60;42;32;72;30;36;0;42;20;12;122;78;18;0;48;66;32;4;66;6;0;50;44;0;32;26;6;34;22;40;20;0;0;6;38;32;0;194;0;12;108;72
2022-03-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;8;26;12;0;0;0;0;12;168;0;8;0;18;0;0;0;0;0;0;0;6;0;0;40;84;54;40;8;0;0;0;4;2;0;0;10;20;6;0;120;56;54;18;36;24;6;0;30;36;36;120;114;84;54;0;4;0;6;24;0;0;594;6;18;24;20;0;8;0;16;0;10;0;0;0;0;60;0;40;16;34;0;14;36;10;18;72;24;36;6;42;0;6;6;48;66;54;24;6;36;30;0;0;30;0;24;6;6;0;12;0;0;30;6;0;0;0;0;0;24;48;24;134;0;12;126;60
2022-03-02;60;54;54;96;48;72;36;18;0;0;12;30;18;0;54;12;0;0;0;144;162;132;120;114;0;30;6;60;16;16;48;56;72;24;88;60;150;6;24;282;24;54;30;18;48;54;18;12;64;6;6;0;18;256;80;8;8;160;16;64;0;6;0;0;0;12;144;24;4;0;30;0;96;264;192;0;30;114;18;10;28;44;48;42;104;30;12;0;0;8;4;0;0;10;20;6;0;102;98;30;24;30;12;18;0;6;12;36;96;162;84;80;20;28;6;12;12;6;102;522;48;18;24;0;60;104;90;0;6;0;42;10;16;0;24;0;109;75;50;8;58;24;66;24;42;32;36;42;54;0;6;36;12;88;72;0;0;72;12;44;0;60;0;6;40;48;0;22;18;12;44;10;20;14;0;0;0;32;62;32;350;0;6;168;66
2022-03-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;16;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;146;0;62;0;0;0;0;0;0;216;0;0;0;24;0;0;0;0;0;0;0;16;0;2;30;102;60;24;26;0;0;0;4;4;0;0;16;40;0;0;102;92;42;34;16;0;12;0;12;12;18;108;132;114;144;0;40;12;0;18;0;0;1062;12;18;52;80;0;16;0;8;12;20;0;0;0;0;0;0;41;20;42;0;2;6;2;18;36;40;18;30;30;0;12;0;6;82;60;30;0;12;42;0;0;36;0;18;18;18;0;12;0;12;54;6;0;0;0;0;0;58;68;0;626;0;18;162;66
2022-03-04;42;54;54;24;36;56;18;12;0;0;0;42;6;0;36;18;6;0;18;66;108;72;78;96;0;48;6;30;12;12;12;32;16;48;136;30;72;0;18;228;16;36;18;24;72;12;18;12;16;6;0;0;18;160;48;24;8;132;16;68;24;0;0;0;0;12;240;8;2;0;24;0;36;120;48;0;12;72;26;2;14;74;72;42;64;28;12;0;0;12;6;6;0;0;20;12;0;120;62;66;36;24;6;24;0;6;12;36;174;204;114;68;12;4;0;0;48;6;42;432;36;36;12;4;18;16;12;8;6;10;48;6;6;4;0;0;92;58;68;0;44;48;34;60;54;16;30;54;72;0;6;0;12;80;42;0;0;60;48;16;0;48;0;24;24;24;0;14;8;6;34;18;14;12;0;0;0;32;32;0;268;0;12;144;54
2022-03-05;6;0;0;6;12;24;6;0;0;0;6;0;0;0;0;0;0;0;0;6;0;6;6;0;0;0;0;6;0;0;6;0;16;16;40;0;6;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;70;0;34;30;6;0;0;0;0;80;0;0;0;18;0;0;0;0;0;0;0;8;0;0;14;66;42;72;12;0;0;0;0;0;0;0;10;20;0;0;66;56;0;10;4;26;0;0;0;0;0;0;0;0;66;0;24;6;6;0;0;0;390;0;0;16;0;0;0;0;0;0;0;0;0;0;0;40;4;70;54;8;0;0;0;2;0;0;0;0;0;0;0;0;0;0;32;36;12;0;12;12;0;0;0;0;0;6;12;0;6;0;6;36;6;0;0;0;0;0;24;16;48;264;0;12;114;30
2022-03-07;72;60;54;48;18;64;6;30;0;0;0;42;42;6;30;24;0;0;12;114;132;78;132;84;0;72;24;36;12;12;24;80;40;32;128;36;96;0;18;708;8;18;12;528;552;42;6;12;24;18;6;0;366;600;72;48;40;112;24;42;24;6;0;0;0;0;152;24;4;0;24;0;30;138;112;0;12;66;12;8;20;42;96;72;48;18;12;0;0;4;4;0;0;10;20;18;0;60;88;30;30;42;0;0;0;18;18;42;120;180;102;52;24;36;0;6;12;0;72;306;18;12;16;40;36;32;6;8;0;0;54;12;10;8;32;0;99;103;88;8;16;54;24;36;36;16;60;24;48;2;24;30;12;142;54;6;0;54;48;24;0;30;0;6;40;28;0;40;22;6;54;16;8;14;0;0;6;32;30;0;402;0;18;78;78
2022-03-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;64;216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;84;0;34;18;0;0;0;0;6;152;0;4;0;0;0;0;0;0;0;0;0;8;0;0;32;138;78;8;8;0;0;0;4;2;0;0;10;30;12;0;108;46;30;48;24;18;6;0;42;18;36;84;114;66;66;0;8;6;6;12;0;0;342;0;18;4;0;0;32;0;16;6;20;0;0;0;0;0;0;28;8;42;0;14;30;8;18;78;24;48;24;36;0;12;18;36;58;48;6;6;24;24;0;0;24;0;24;6;6;0;12;0;6;54;0;0;0;0;0;6;36;40;40;342;0;18;132;72
2022-03-09;78;48;60;84;48;72;30;42;0;0;6;54;30;6;48;6;6;0;12;150;108;114;132;96;0;36;6;54;16;12;30;40;16;0;112;42;114;0;12;672;32;18;18;420;474;12;0;0;40;0;6;0;342;656;48;48;8;122;0;42;30;6;0;0;0;6;144;8;2;12;6;0;48;144;80;0;12;48;6;4;28;32;66;48;56;16;30;0;0;2;4;0;0;10;20;6;0;120;100;24;28;46;0;0;0;18;6;30;138;120;78;122;4;40;0;6;6;6;90;384;6;6;32;40;30;24;28;0;12;10;48;6;2;2;48;4;89;86;50;8;26;48;38;12;30;24;54;24;30;0;0;32;18;94;66;30;0;60;36;20;0;54;0;18;56;26;0;20;8;6;32;36;34;18;0;0;0;32;62;40;396;0;12;186;54
2022-03-10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;16;40;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;24;142;0;46;12;0;0;0;0;6;200;0;6;0;12;0;0;0;0;0;0;0;16;0;0;32;126;84;8;18;0;0;0;4;2;0;0;10;30;0;0;102;112;60;40;22;18;30;0;18;0;24;126;138;96;102;0;28;0;0;48;0;0;768;0;24;32;20;0;24;0;16;12;10;0;0;0;0;0;0;20;6;70;0;0;12;0;30;60;40;30;30;36;0;0;0;30;80;60;36;0;54;42;0;0;66;0;18;12;6;0;18;0;6;48;6;0;0;0;0;0;74;76;0;736;0;18;174;60
2022-03-11;66;48;42;42;42;96;24;36;6;0;0;36;48;0;48;18;6;0;12;120;108;84;114;84;0;48;6;30;12;20;36;16;16;8;184;30;78;0;0;750;16;30;18;516;606;6;0;0;40;12;12;0;348;624;40;8;0;176;16;84;30;0;0;0;0;24;208;8;0;0;18;0;60;78;40;0;0;96;28;8;12;108;78;66;16;40;12;0;0;10;4;6;0;20;46;12;0;168;88;36;36;42;24;0;0;30;24;54;132;192;126;62;16;12;0;0;30;0;60;54;36;36;36;8;24;24;12;0;6;20;42;2;2;6;0;0;133;66;86;24;44;54;46;60;66;40;72;54;60;2;6;8;42;174;60;12;0;84;36;20;0;48;0;0;28;16;0;12;12;6;36;16;16;22;0;0;0;54;56;0;324;0;24;150;48
2022-03-12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;126;0;58;30;8;0;0;0;0;136;0;0;0;6;0;0;0;0;0;0;0;20;0;0;34;90;66;32;20;0;0;0;0;0;0;0;20;20;0;0;102;50;0;4;4;0;0;0;0;0;0;0;0;0;126;0;16;0;0;0;0;0;84;0;0;32;20;0;0;0;0;0;20;0;0;0;0;40;4;64;64;32;0;0;0;0;0;0;32;12;0;0;0;0;0;0;112;72;6;0;24;24;0;0;0;0;0;6;6;0;12;0;0;60;6;0;0;0;0;0;40;72;40;272;0;6;132;48
2022-03-14;36;42;6;54;6;24;24;6;0;0;0;48;36;24;48;30;6;0;18;102;126;72;102;66;0;72;18;18;4;8;18;88;64;40;240;48;102;0;12;720;0;18;24;378;468;12;12;36;64;0;0;0;360;528;88;72;24;204;24;66;24;0;0;0;0;0;176;24;2;0;18;0;162;192;48;8;0;198;26;8;22;68;90;78;88;36;30;0;0;12;6;0;0;0;210;6;0;102;82;60;48;36;6;0;0;30;18;48;138;192;108;62;12;28;6;0;24;0;132;168;18;18;60;4;30;16;24;8;0;20;60;10;4;16;0;0;127;119;68;8;40;60;26;60;54;16;66;42;66;0;36;28;24;54;48;18;0;72;78;4;0;60;0;18;52;50;0;36;22;18;62;10;8;20;0;0;6;38;54;0;228;0;12;132;126
2022-03-15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;8;8;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;8;50;18;0;0;0;0;12;192;0;4;0;12;0;0;0;0;0;0;0;10;0;0;36;108;60;24;10;0;0;0;4;2;0;0;0;170;12;0;114;62;42;18;24;12;12;0;6;0;30;102;96;78;84;0;12;6;6;30;6;12;210;0;12;16;0;0;24;0;16;6;10;0;0;0;0;60;10;28;18;46;0;0;12;0;18;48;24;24;36;42;0;0;6;12;46;36;6;6;36;36;0;0;42;0;36;6;6;0;12;0;6;30;0;0;0;0;0;0;30;40;28;162;0;24;144;60
2022-03-16;42;12;42;66;36;80;24;12;24;0;12;36;48;6;36;18;6;0;12;114;96;78;114;60;0;42;6;36;4;8;36;40;24;32;136;66;150;0;18;630;24;48;6;342;438;36;24;12;72;0;18;0;240;504;48;64;16;220;0;74;18;0;0;0;0;0;168;16;2;0;6;0;90;120;40;0;6;162;14;2;26;44;60;24;72;32;12;0;0;6;4;0;0;10;226;6;0;102;98;24;44;34;0;12;0;12;0;48;132;132;60;96;8;24;6;0;24;0;102;186;0;18;48;40;36;8;18;0;0;10;42;216;170;148;40;6;124;75;492;384;50;36;48;222;30;32;54;24;30;0;0;32;12;76;30;18;0;18;36;4;0;36;6;6;46;38;0;28;8;6;28;18;36;16;0;0;0;6;6;24;238;0;18;174;78
2022-03-17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190;0;42;18;0;0;0;0;6;192;0;0;0;6;0;0;0;0;0;0;0;16;0;0;34;126;96;0;20;0;0;0;4;2;0;0;10;310;0;0;132;86;48;28;30;0;6;6;12;6;18;114;96;72;114;0;16;6;0;36;0;0;210;0;30;48;20;0;0;0;16;0;20;0;0;0;0;0;0;38;16;52;0;0;6;0;18;42;24;48;24;30;0;6;0;12;54;36;18;0;36;48;0;0;54;0;24;6;6;0;12;0;6;36;6;0;0;0;0;0;0;0;0;194;0;12;162;60
2022-03-18;12;36;6;24;12;40;12;18;0;0;0;24;30;6;30;18;0;0;12;90;102;48;102;66;0;24;0;24;4;0;12;80;40;40;72;18;60;0;0;168;8;30;12;6;24;12;6;12;16;6;0;20;12;152;40;40;8;138;8;48;6;0;0;0;0;24;184;16;0;0;18;0;54;90;0;0;0;72;22;4;20;76;66;48;48;12;12;0;0;10;6;6;0;0;116;18;0;48;80;54;48;54;0;6;0;6;12;36;156;180;144;50;16;4;0;0;24;0;72;180;6;24;4;0;18;8;0;8;6;0;42;134;124;86;36;0;97;60;306;200;10;54;26;150;48;24;48;42;48;2;0;4;0;80;36;6;0;42;30;4;0;72;0;0;48;16;0;24;12;6;20;14;18;18;0;0;0;0;0;40;134;0;6;138;54
2022-03-19;6;0;0;6;6;8;6;0;6;0;0;0;0;0;0;0;0;0;0;6;0;6;6;0;0;0;0;6;0;0;12;0;16;24;64;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;16;0;62;0;26;24;0;0;0;0;0;56;0;0;0;6;0;0;0;0;0;0;0;6;0;0;8;66;42;56;8;0;0;0;0;0;0;0;0;80;0;0;102;56;0;10;4;6;6;0;0;0;0;0;12;18;60;0;12;6;0;0;0;0;84;0;0;28;40;0;0;0;0;12;10;0;0;0;0;0;0;42;50;16;0;0;0;0;0;6;32;0;0;6;0;0;0;0;32;36;18;0;24;12;0;0;0;0;12;6;6;0;12;0;12;30;6;0;0;0;0;0;12;6;40;64;0;36;36;36
2022-03-21;24;42;24;42;24;88;18;36;0;0;6;36;18;0;48;12;0;0;18;114;174;96;150;108;4;54;12;18;4;8;54;32;8;24;112;42;72;0;12;240;0;18;12;42;66;30;12;12;16;18;6;12;30;168;72;24;24;40;0;10;18;6;0;0;0;0;112;40;0;24;12;0;72;72;16;8;12;108;12;4;34;26;60;72;48;22;6;0;0;4;2;0;0;20;70;30;0;54;48;36;42;24;24;0;0;18;18;36;132;150;66;86;12;20;0;6;6;0;90;54;12;24;40;0;24;16;2;8;0;10;72;2;2;2;0;0;107;110;72;0;36;48;40;48;54;0;54;18;42;0;6;34;24;112;36;6;0;42;42;4;0;24;0;6;48;32;0;24;14;6;80;22;32;4;0;0;0;6;6;0;114;0;0;78;30
2022-03-22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;16;8;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;18;6;0;0;0;6;12;112;0;4;0;0;0;0;0;0;0;0;0;4;0;0;20;78;54;16;4;0;0;0;4;6;0;0;20;110;18;0;138;76;48;36;24;24;0;0;30;24;48;72;102;72;36;0;0;6;0;24;6;0;126;24;6;4;0;0;8;0;24;6;0;0;0;0;0;60;0;28;14;60;0;14;36;20;12;66;16;48;42;66;0;0;12;36;70;60;6;0;30;30;0;0;30;0;24;0;6;0;6;0;0;12;6;0;0;0;0;0;0;0;0;160;0;18;126;30
2022-03-23;60;24;24;66;36;40;30;24;12;0;0;54;18;6;24;18;6;0;24;120;132;84;120;96;4;42;0;42;0;0;42;232;336;32;112;78;144;0;6;222;40;36;6;96;138;48;36;30;16;12;0;28;48;288;96;40;24;130;0;68;18;36;0;0;0;6;104;16;4;0;18;0;84;78;0;0;6;72;8;2;34;30;36;30;112;16;6;0;0;4;6;6;2;20;150;12;0;114;70;24;30;0;8;0;0;6;0;18;84;102;54;86;12;40;0;0;12;0;96;150;6;6;56;32;24;8;2;0;0;20;42;0;0;0;0;0;83;63;98;32;36;36;34;18;36;32;30;18;200;0;0;20;18;74;186;12;0;48;30;0;0;30;0;6;42;24;0;10;8;0;118;20;16;8;0;0;6;0;38;0;154;0;12;192;48
2022-03-24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;30;24;6;0;0;0;6;184;0;0;0;30;0;0;0;0;0;0;0;6;0;0;30;114;84;8;16;0;0;0;2;2;0;0;20;210;6;0;174;132;30;42;24;0;18;6;12;0;24;90;78;108;156;0;4;0;0;24;0;0;198;0;24;32;40;0;0;0;16;6;20;0;0;0;0;0;0;28;8;88;0;0;6;0;30;36;32;30;36;314;0;6;0;24;110;276;18;0;42;30;0;0;60;6;18;0;6;0;12;0;0;60;0;6;6;0;0;0;38;24;68;186;0;6;186;96
2022-03-25;18;48;30;48;24;48;36;18;0;0;0;42;24;6;60;12;6;0;12;120;120;66;96;72;4;24;12;24;4;8;30;72;24;16;112;36;84;0;0;258;56;30;24;24;72;78;12;6;16;0;0;20;30;272;24;24;8;82;0;40;24;0;0;0;0;12;144;16;0;0;18;0;66;60;0;0;6;48;14;4;18;64;60;36;88;20;6;0;0;8;4;6;0;10;36;12;0;72;82;30;42;72;12;12;0;0;0;30;144;210;138;72;12;8;6;6;24;0;30;150;12;18;8;4;18;0;0;0;18;10;36;2;4;0;40;4;74;57;112;32;40;36;42;42;48;48;72;36;72;2;12;0;12;70;144;12;0;72;54;0;0;48;0;18;40;20;0;20;18;6;64;14;22;14;0;0;0;12;12;60;132;0;18;132;48
2022-03-26;6;0;0;6;6;8;6;0;6;0;0;0;0;0;0;0;0;0;0;6;0;6;6;0;0;0;0;6;0;0;6;0;0;0;32;0;6;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;56;0;32;24;0;0;0;6;0;104;0;2;0;0;0;0;0;0;0;0;0;4;0;0;8;42;30;64;8;0;0;0;0;0;0;0;0;30;0;0;66;50;0;0;0;0;6;0;0;6;0;0;6;0;42;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;34;56;16;0;2;0;0;0;0;16;0;0;208;0;0;0;0;32;144;0;0;24;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;0;0;114;18
2022-03-28;18;42;12;48;6;8;6;6;0;0;0;30;48;6;12;12;0;0;24;78;126;84;102;66;0;48;0;18;12;4;12;48;16;24;16;36;72;12;6;228;0;24;12;30;90;60;18;18;16;6;6;8;30;168;48;64;32;88;16;36;30;12;0;0;0;0;152;24;0;8;24;0;60;84;0;0;12;72;24;4;8;36;60;42;96;28;18;0;0;2;0;0;0;20;30;24;0;66;66;36;46;34;12;0;0;12;6;42;120;150;66;96;12;16;0;0;12;0;66;54;24;12;32;36;42;16;8;16;6;20;72;22;12;20;0;0;118;86;152;48;36;48;26;84;60;24;60;18;242;2;6;16;0;54;168;0;0;72;60;0;0;54;0;0;56;24;0;28;10;18;54;12;32;22;0;0;6;22;0;0;142;0;12;78;72
2022-03-29;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;8;8;16;72;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;24;0;16;8;54;0;28;18;0;0;0;6;0;144;0;0;0;6;0;0;0;0;0;0;0;6;0;0;26;60;54;176;8;0;0;0;6;2;0;0;0;20;0;0;108;58;72;54;30;36;12;6;30;24;18;108;120;72;54;0;32;6;12;36;6;0;144;24;18;8;16;0;16;0;8;0;10;0;0;0;0;0;0;46;12;58;0;12;36;12;36;60;16;30;36;220;0;6;6;36;46;144;6;0;42;24;0;0;30;6;24;6;0;0;6;0;12;30;6;0;0;0;0;0;22;0;0;166;0;18;150;36
2022-03-30;54;30;48;48;60;112;30;48;12;0;12;48;48;24;48;18;0;0;18;132;192;108;162;90;4;78;0;60;12;24;42;152;144;72;128;78;132;0;6;258;112;48;36;18;84;60;12;6;48;12;0;4;36;344;80;40;8;146;0;72;18;6;0;0;0;12;88;8;0;0;6;0;30;54;0;0;6;36;22;4;20;46;54;42;320;28;6;0;0;10;8;6;0;10;46;12;0;96;98;30;22;24;0;6;0;6;0;24;144;144;72;76;8;48;0;0;66;6;54;180;24;24;60;0;30;16;6;8;6;20;48;34;18;24;48;6;84;89;92;40;34;24;38;42;36;24;36;42;262;0;12;16;30;130;108;12;0;36;54;0;0;18;0;12;50;36;0;24;44;12;108;16;54;10;0;0;6;6;6;0;178;0;12;210;48
2022-03-31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;24;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;122;0;52;24;0;0;0;0;6;168;0;2;0;12;0;0;0;0;0;0;0;16;0;0;30;108;78;24;14;0;0;0;2;2;0;0;20;30;12;0;156;60;60;36;22;0;6;6;12;0;24;150;114;84;144;0;32;0;0;36;0;0;210;0;12;20;96;0;8;0;8;0;20;0;0;0;0;20;0;22;6;70;0;0;6;0;12;42;24;42;30;320;0;0;0;12;114;252;18;0;36;48;0;0;54;0;30;6;6;0;6;0;0;36;6;6;0;0;0;0;0;6;80;196;0;12;192;102
2022-04-01;36;24;18;30;24;48;12;6;6;0;6;30;6;12;48;12;6;6;12;48;120;78;78;36;0;42;0;12;0;4;24;24;32;24;80;6;54;0;0;204;96;24;18;6;90;78;18;12;8;0;0;0;30;192;48;24;8;196;8;52;18;0;0;0;6;12;136;16;0;0;12;0;0;0;0;0;12;12;24;2;18;68;66;48;160;26;12;0;0;8;2;0;0;10;26;12;0;42;52;36;24;30;6;12;6;6;6;42;138;138;114;54;8;4;6;0;42;0;60;150;18;6;12;0;6;8;10;8;0;0;30;6;12;6;0;0;78;58;66;0;44;36;36;54;48;32;30;24;200;2;0;4;6;76;108;0;0;42;30;4;0;36;0;0;30;22;0;14;14;6;60;4;8;10;0;0;0;32;0;0;122;0;12;114;54
2022-04-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;32;8;56;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;132;0;16;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;12;0;0;4;42;36;192;6;0;0;0;0;0;0;0;0;40;0;0;48;60;0;10;4;0;0;0;0;0;6;6;0;6;78;0;20;6;6;6;0;0;120;0;0;36;40;0;8;4;0;0;10;0;0;0;0;20;4;48;64;16;0;0;0;0;0;6;24;0;0;158;0;0;0;0;40;108;12;0;12;12;0;0;0;0;6;12;12;0;12;0;12;0;0;0;0;0;0;0;0;0;16;112;0;0;120;30
2022-04-04;42;36;36;48;42;40;18;36;0;0;0;18;36;6;36;18;6;0;24;72;114;66;84;78;0;54;0;30;4;8;30;48;16;40;168;48;78;0;6;252;8;18;12;24;102;84;18;6;24;12;12;8;12;112;48;40;16;206;0;28;30;14;0;0;0;0;112;24;0;0;30;0;0;0;0;0;0;0;14;6;26;44;78;48;40;22;0;0;0;6;6;0;0;10;36;12;0;90;84;30;52;34;6;6;0;18;18;42;114;186;96;66;16;24;6;12;24;0;24;96;18;18;40;0;0;8;0;16;12;20;48;0;0;0;24;0;105;94;46;0;46;54;44;54;54;24;60;36;190;0;12;30;18;132;102;12;0;36;24;0;0;42;0;6;36;18;0;20;14;12;66;12;10;12;0;0;0;30;0;20;180;0;12;126;72
2022-04-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;88;16;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;24;158;8;36;30;0;0;0;0;6;96;0;0;0;6;0;0;12;8;8;24;30;12;0;0;34;102;66;64;14;36;0;0;2;0;0;0;10;20;6;0;72;48;48;48;30;30;12;6;36;36;30;108;96;60;54;0;0;0;6;60;6;84;150;24;12;4;0;18;256;110;32;0;20;0;36;24;12;60;0;18;9;174;80;0;36;0;72;84;24;42;36;258;2;0;12;0;82;78;6;0;60;30;0;0;36;6;18;0;0;0;0;6;6;0;0;0;0;0;0;0;30;0;40;174;0;18;156;60
